row_index,review,clean_review,lexicon_score,positive_terms,negative_terms,positive_score,negative_score,likely_issue_type,evidence_pattern,reason
5236,Sumpah ini gajelas banget masa pembayaran qris berhasil tapi saldo udah 2 hari ga nambah kocak kocak,sumpah gajelas banget masa pembayaran qris berhasil saldo udah 2 hari tidak nambah kocak kocak,0.0,sumpah:3; banget:1; berhasil:3; saldo:2,tidak:-5; kocak:-2; kocak:-2,9.0,-9.0,ambiguous,,
5237,shame on you Bank DKI,shame on you bank dki,0.0,,,0.0,0.0,ambiguous,,
5248,Mantappp,mantappp,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
5249,"Ada banyak benefit gratis untuk aplikasi ini, mendapatkan Rp 600rb saat mendaftar.",benefit gratis aplikasi mendapatkan rp 600rb mendaftar,0.0,gratis:4,aplikasi:-4,4.0,-4.0,ambiguous,,
5251,"Setiap mau buka periksa jaringan mulu padahal jaringan lancar"" aja trs loading mulu ga ke buka""😤😤😤sampe seharian nunggu tetep aja ga kebuka""",setiap buka periksa jaringan mulu padahal jaringan lancar loading mulu tidak buka sampe seharian nunggu tetep tidak kebuka,0.0,buka:3; jaringan:3; mulu:2; jaringan:3; lancar:4; mulu:2; nunggu:1,periksa:-5; tidak:-5; buka:-3; tidak:-5,18.0,-18.0,likely_positive,lancar,positive pattern in neutral score zero row
5263,Aplikasi New jakone mobilenya makin ok dan canggih yessssss,aplikasi new jakone mobilenya ok canggih yessssss,0.0,ok:4,aplikasi:-4,4.0,-4.0,ambiguous,,
5279,Aplikasi yang sangat membantu,aplikasi membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
5285,goodjob😀,goodjob,0.0,,,0.0,0.0,ambiguous,,
5299,bank plat merah paling sampah di Indonesia. njs,bank plat merah sampah indonesia njs,0.0,merah:4,sampah:-4,4.0,-4.0,ambiguous,,
5314,Keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
5332,THE BEST MOBILE REKENING,the best mobile rekening,0.0,,,0.0,0.0,ambiguous,,
5352,Pelayananya sangat baik,pelayananya,0.0,,,0.0,0.0,ambiguous,,
5356,Mantabss,mantabss,0.0,,,0.0,0.0,ambiguous,,
5368,User id terkunci .. bagaimana cara untuk mengaktifkannya ?,user id terkunci mengaktifkannya,0.0,,,0.0,0.0,ambiguous,,
5381,aplikasi baru untuk transaksi,aplikasi transaksi,0.0,transaksi:4,aplikasi:-4,4.0,-4.0,ambiguous,,
5396,Bangga sebagai orang Betawi. Nyimpen duit disini. Tapi aplikasi nya kadang hang. Cek saldo aja tulisannya N/A. Bapuk,bangga orang betawi nyimpen duit disini aplikasi nya kadang hang cek saldo tulisannya n a bapuk,0.0,bangga:3; kadang:3; saldo:2,aplikasi:-4; cek:-4,8.0,-8.0,ambiguous,,
5399,bagus tapi suka error,bagus suka error,0.0,bagus:2; suka:3,error:-5,5.0,-5.0,ambiguous,bagus; error,
5426,Topppp,topppp,0.0,,,0.0,0.0,ambiguous,,
5430,Semakin terpercaya...,terpercaya,0.0,,,0.0,0.0,ambiguous,,
5442,"Aplikasi yang serba guna dan mudah diaplikasikan. Aplikasi ini juga bisa melakukan jenis transaksi seperti beli pulsa, paket data, bayar tagihan air, dll",aplikasi serba mudah diaplikasikan aplikasi bisa melakukan jenis transaksi beli pulsa paket data bayar tagihan air dll,0.0,mudah:4; transaksi:4; beli:2; paket:4; bayar:1,aplikasi:-4; aplikasi:-4; pulsa:-3; data:-3; air:-1,15.0,-15.0,ambiguous,,
5461,Lelet siapa sih it nya,lelet sih it nya,0.0,,,0.0,0.0,ambiguous,,
5462,mobile banking terkeren,mobile banking terkeren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
5504,apakah jakone lg eror ..??? ko gx bisa tf ke bank lain ya dr pagi ..??? sampe skrng,apakah jakone lg error ko gx bisa transfer bank ya pagi sampe skrng,0.0,ya:4; pagi:1,error:-5,5.0,-5.0,likely_negative,error; eror,negative pattern in neutral score zero row
5520,"Log In lancar, walau beberapa kali sempat ganti device, so far gak pernah ada kendala saat masuk lagi ke apps nya. Good! Aplikasi ini juga bisa digunakan",log in lancar beberapa ganti device so far tidak kendala masuk apps nya good aplikasi bisa digunakan,0.0,lancar:4; ganti:3; good:5,tidak:-5; masuk:-3; aplikasi:-4,12.0,-12.0,likely_positive,lancar,positive pattern in neutral score zero row
5527,"Makin keren aja nih aplikasinya, jadi makin nyaman make aplikasinya, semangat JakOne",keren nih aplikasi nyaman make aplikasi semangat jakone,0.0,nyaman:4; semangat:4,aplikasi:-4; aplikasi:-4,8.0,-8.0,likely_positive,nyaman; keren,positive pattern in neutral score zero row
5540,Ko ga bisa longin lagi sih mohon arahannya hp habis di restart pas masukin id sama no hp ga bisa bisa mohon infonya,ko tidak bisa longin sih mohon arahannya hp habis restart pas masukin id no hp tidak bisa bisa mohon infonya,0.0,mohon:2; habis:3; pas:3; mohon:2,tidak:-5; tidak:-5,10.0,-10.0,ambiguous,,
5552,Ajaib,ajaib,0.0,,,0.0,0.0,ambiguous,,
5553,Goood joob,goood joob,0.0,,,0.0,0.0,ambiguous,,
5555,"Aplikasi mudah di gunakan, Tampilan baru keren, mempermudah kerja sehari hari",aplikasi mudah gunakan tampilan keren mempermudah kerja sehari hari,0.0,mudah:4; tampilan:1; kerja:2,aplikasi:-4; mempermudah:-3,7.0,-7.0,likely_positive,aplikasi mudah; keren,positive pattern in neutral score zero row
5575,Everything goes so smooth! This app makes my payment and any kind of transaction easier. Thank you!,everything goes so smooth this aplikasi makes my payment and any kind of transaction easier thank you,0.0,thank:4,aplikasi:-4,4.0,-4.0,ambiguous,,
5628,cara ajukan kartu ATM nya bagaimana yah,ajukan kartu atm nya yah,0.0,,,0.0,0.0,ambiguous,,
5639,Aplikasi ini yang baik bgt kegunaannyr banyak dan juga banyk manfaatnya🥰,aplikasi banget kegunaannyr banyk manfaatnya,0.0,banget:1; manfaatnya:3,aplikasi:-4,4.0,-4.0,ambiguous,,
5715,Mohon ditingkatkan dan kalo bisa otpnya tidak berbayar supaya yang lain bisa mengunakan,mohon ditingkatkan bisa otp tidak berbayar bisa mengunakan,0.0,mohon:2; berbayar:3,tidak:-5,5.0,-5.0,ambiguous,,
5716,Kuerean,kuerean,0.0,,,0.0,0.0,ambiguous,,
5733,"Kok bisa passwd nya baik punya istri dan saya tidak dikenal dan akhirnya terblocked, sptnya bagus yg lama",kok bisa passwd nya punya istri tidak dikenal akhirnya terblocked sptnya bagus,0.0,punya:3; bagus:2,tidak:-5,5.0,-5.0,likely_positive,bagus,positive pattern in neutral score zero row
5746,Sangat rekomendasi untuk pembuatan qris dan pembayaran lainnya,rekomendasi pembuatan qris pembayaran lainnya,0.0,,,0.0,0.0,ambiguous,,
5762,"Cara aktifin mobile KJP nya gmna min, ko slalu dialihkan ke pembuatan rekening baru",aktifin mobile kjp nya gmna min ko slalu dialihkan pembuatan rekening,0.0,,,0.0,0.0,ambiguous,,
5779,Loading nya lama,loading nya,0.0,,,0.0,0.0,ambiguous,,
5782,Gilaaaaaaaaa......... loading nya parah banget. Mending pakai aplikasi M BCA super cepat,gilaaaaaaaaa loading nya parah banget mending pakai aplikasi m bca super cepat,0.0,banget:1; mending:2; super:3; cepat:3,parah:-5; aplikasi:-4,9.0,-9.0,ambiguous,cepat; parah,
5786,Log out sendiri payah,log out payah,0.0,,,0.0,0.0,likely_negative,payah,negative pattern in neutral score zero row
5808,Terossss,terossss,0.0,,,0.0,0.0,ambiguous,,
5826,Sejauh ini aman2 saja.!,sejauh aman2,0.0,,,0.0,0.0,ambiguous,,
5845,Jakone mntap pkonya is the base,jakone mntap pkonya is the base,0.0,,,0.0,0.0,ambiguous,,
5846,Up,up,0.0,,,0.0,0.0,ambiguous,,
5853,"paling layak bintang 1, bank daerah yg ga mau berbenah, kebanyakan maintenance!!",layak bintang 1 bank daerah tidak berbenah kebanyakan maintenance,0.0,layak:3; kebanyakan:2,tidak:-5,5.0,-5.0,ambiguous,,
5889,Aplikasinya bagus banget fiturnya sangat lengkap dan juga nggak ribet,aplikasi bagus banget fiturnya lengkap tidak ribet,0.0,bagus:2; banget:1; lengkap:2; ribet:4,aplikasi:-4; tidak:-5,9.0,-9.0,ambiguous,bagus; ribet,
5906,Semoga Aman,semoga aman,0.0,,,0.0,0.0,ambiguous,,
5939,"ini kenapa si bank DKI, suka tbtb ga ada untuk transfer ke bank lain? mohon di perbaiki",kenapa si bank dki suka tbtb tidak transfer bank mohon perbaiki,0.0,suka:3; mohon:2,tidak:-5,5.0,-5.0,ambiguous,,
5943,Loading terus nyusahin,loading nyusahin,0.0,,,0.0,0.0,ambiguous,,
5946,Rekening digital,rekening digital,0.0,,,0.0,0.0,ambiguous,,
5958,"Pendaftarannya mudah, nggak pake setoran awal alias 0 rupiah dan saldo min cuma 5k. Yang paling aku suka adalah bisa tarik tunai lewat aplikasinya, jadi nggak pake kartu ATM👍🏻",pendaftarannya mudah tidak pakai setoran alias 0 rupiah saldo min 5k suka bisa tarik tunai aplikasi tidak pakai kartu atm,0.0,mudah:4; saldo:2; suka:3; tarik:2; tunai:3,tidak:-5; aplikasi:-4; tidak:-5,14.0,-14.0,ambiguous,,
5999,Thankyou for making a great app apk ini di awasi ojk jadi tenang,thankyou for making a great aplikasi aplikasi awasi ojk tenang,0.0,great:3; tenang:5,aplikasi:-4; aplikasi:-4,8.0,-8.0,ambiguous,,
6000,Sinyal dan koneksi Internet stabil tapi aplikasi jakone gak bisa di akses. Kenapa begitu yaa?? Buktinya nonton YouTube nonstop gak ada masalah. Tolong di cek dong ini masalahnya dimana. Terima kasih.,sinyal koneksi internet stabil aplikasi jakone tidak bisa akses kenapa yaa buktinya nonton youtube nonstop tidak masalah tolong cek masalahnya dimana terima kasih,0.0,koneksi:2; stabil:3; akses:2; masalah:4; tolong:3; terima:2; kasih:2,aplikasi:-4; tidak:-5; tidak:-5; cek:-4,18.0,-18.0,ambiguous,,
6007,Keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
6015,Aplikasi sangat membantu untuk transaksi pembelian pulsa pln atau pembayaran PDAM jadi nggak ribet harus keluar rumah dulu deh,aplikasi membantu transaksi pembelian pulsa pln pembayaran pdam tidak ribet keluar rumah deh,0.0,membantu:4; transaksi:4; ribet:4; rumah:3,aplikasi:-4; pulsa:-3; tidak:-5; keluar:-3,15.0,-15.0,ambiguous,sangat membantu; ribet,
6032,"ko abis update, malah gabisa transfer ke bank lain ya, anehhh",ko abis update tidak bisa transfer bank ya anehhh,0.0,abis:1; ya:4,tidak:-5,5.0,-5.0,ambiguous,,
6038,"Tampilannya keran semoga kedapanya semakin maju, sangat rekomendasi ya teman temen.",tampilannya keran semoga kedapanya maju rekomendasi ya teman temen,0.0,ya:4,keran:-4,4.0,-4.0,ambiguous,,
6042,Semakin mantab,mantab,0.0,,,0.0,0.0,ambiguous,,
6048,Mantab...dan baik sekali,mantab,0.0,,,0.0,0.0,ambiguous,,
6066,Kaga bisa BI Fast ke BCA,kaga bisa bi fast bca,0.0,,,0.0,0.0,ambiguous,,
6078,"Enaknya pakai jakone mobile bisa cek rekening koran tanpa harus ke bank cara menggunakannya juga mudah, fiturnya lengkap mulai dari pulsa tagihan sampai topup e-walletpun bisa",enaknya pakai jakone mobile bisa cek rekening koran bank menggunakannya mudah fiturnya lengkap mulai pulsa tagihan topup e walletpun bisa,0.0,mudah:4; lengkap:2; mulai:1,cek:-4; pulsa:-3,7.0,-7.0,ambiguous,,
6081,"masih banyak yg perlu diperbaiki sampe skrg belum bisa transfer antar bank,",diperbaiki sampe skrg belum bisa transfer antar bank,0.0,,,0.0,0.0,ambiguous,,
6085,"Mohon diperbaiki aplikasinya sangat Berat..,sinyal sebagus apapun cuma muter-muter dan ulang2 terus,sampe saya pindah ke HP yg RAM lebih Besarpun sama.",mohon diperbaiki aplikasi berat sinyal sebagus apapun muter muter ulang2 sampe pindah hp ram lebih besarpun,0.0,mohon:2; pindah:1; lebih:1,aplikasi:-4,4.0,-4.0,likely_positive,bagus,positive pattern in neutral score zero row
6104,"Ada banya bnefit gratis untuk aplikasi ini, Mendapatkan reward Rp600rb saat mendaftar.",banya bnefit gratis aplikasi mendapatkan reward rp600rb mendaftar,0.0,gratis:4,aplikasi:-4,4.0,-4.0,ambiguous,,
6106,Mantaap,mantaap,0.0,,,0.0,0.0,ambiguous,,
6141,mantab,mantab,0.0,,,0.0,0.0,ambiguous,,
6149,"Aplikasinya lebih bagus yg lama krn bisa isi Jakcard melalui fitur NFC. Di aplikasi yg baru blm ada menunya, tlg dibuat spt yg lama dong 🙏",aplikasi lebih bagus bisa isi jakcard fitur nfc aplikasi belum menunya tlg dibuat spt,0.0,lebih:1; bagus:2; isi:2; tlg:3,aplikasi:-4; aplikasi:-4,8.0,-8.0,likely_positive,bagus,positive pattern in neutral score zero row
6154,Qrisnya sering bermasalah😭😭,qrisnya bermasalah,0.0,,,0.0,0.0,ambiguous,,
6159,Mantappp,mantappp,0.0,,,0.0,0.0,likely_positive,mantap,positive pattern in neutral score zero row
6178,JakOne aplikasi keuangan dengan scan QRIS mudah dan deposit online aman!!!,jakone aplikasi keuangan scan qris mudah deposit online aman,0.0,mudah:4,aplikasi:-4,4.0,-4.0,ambiguous,,
6191,kenapa ya sy mau aktipin jakon mobal ko harus ngisi data lengka trus uda sy isi lengakap nik anda sudah terdaptar malah di suruh ke cabang bank dki terdekat ko malah di suruh ke bank dki lgi sih,kenapa ya sy aktipin jakon mobal ko ngisi data lengka uda sy isi lengakap nik terdaptar suruh cabang bank dki terdekat ko suruh bank dki lgi sih,0.0,ya:4; isi:2; terdekat:1,data:-3; suruh:-2; suruh:-2,7.0,-7.0,ambiguous,,
6196,"Aplikasinya mudah digunakan simple gak ribet, proses pendaftarannya juga cpat,pokoknya sangat wort it digunakan.",aplikasi mudah digunakan simple tidak ribet proses pendaftarannya cpat pokoknya wort it digunakan,0.0,mudah:4; simple:3; ribet:4; proses:1,aplikasi:-4; tidak:-5; pokoknya:-3,12.0,-12.0,ambiguous,mudah digunakan; aplikasi mudah; simple; ribet,
6245,kapan nih perbaikannya. dan beberapa fitur pembayaran e wallet. pembelian pulsa. hilang,kapan nih perbaikannya beberapa fitur pembayaran e wallet pembelian pulsa hilang,0.0,hilang:3,pulsa:-3,3.0,-3.0,ambiguous,,
6254,okee,okee,0.0,,,0.0,0.0,ambiguous,,
6269,Mantul sih ini,mantul sih,0.0,,,0.0,0.0,ambiguous,,
6286,okeyy,okeyy,0.0,,,0.0,0.0,ambiguous,,
6293,Tampilannya keren,tampilannya keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
6322,Aplikasi bagus seka Mbangking sangat rekomendasi krna sangat mudah dan gak ribed untuk bertransaksi lwat android,aplikasi bagus seka mbangking rekomendasi krna mudah tidak ribed bertransaksi lwat android,0.0,bagus:2; mudah:4; bertransaksi:3,aplikasi:-4; tidak:-5,9.0,-9.0,likely_positive,bagus,positive pattern in neutral score zero row
6331,Tarik tunai di atm DKI kenapa bisa tidak ada ??!,tarik tunai atm dki kenapa bisa tidak,0.0,tarik:2; tunai:3,tidak:-5,5.0,-5.0,ambiguous,,
6336,Aplikasinya sangat membantu untuk saya,aplikasi membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
6378,"transfer dr mbanking lain ga bisa, ini udah mau 2 bulan. dateng ke kcp DKI, niat buat kartu ATM, katanya lewat jakone mobile aja, oke bisa,, tapi setelah sampai dan kartu diterima lalu mau di aktifasi, klik penerima nya dr kiriman kurir ga bisa di klik, komplain via email ke costumer service di suruh dateng ke kcp DKI. bener bener merepotkan, kalo bukan buat bayar rumah sudah ku hapus di jakone mobile. bener bener bank kusut.",transfer mbanking tidak bisa udah 2 bulan dateng kcp dki niat kartu atm katanya jakone mobile oke bisa setelah kartu diterima aktifasi klik penerima nya kiriman kurir tidak bisa klik komplain via email costumer service suruh dateng kcp dki bener bener merepotkan bukan bayar rumah ku hapus jakone mobile bener bener bank kusut,0.0,dateng:2; oke:2; diterima:2; penerima:2; dateng:2; bener:3; bener:3; rumah:3; bener:3; bener:3,tidak:-5; bulan:-1; katanya:-1; tidak:-5; suruh:-2; bukan:-3; bayar:-1; hapus:-3; kusut:-4,25.0,-25.0,ambiguous,,
6387,Sering erorr Jak one nya,erorr jak one nya,0.0,,,0.0,0.0,likely_negative,eror,negative pattern in neutral score zero row
6388,Alhamdulillaahi,alhamdulillaahi,0.0,,,0.0,0.0,ambiguous,,
6395,Makan Pulsa banyak sekali padahal salah OTP dua kali langsung habis 10.000 Bagaimana ini,makan pulsa padahal salah otp langsung habis 10 000,0.0,makan:1; langsung:3; habis:3,pulsa:-3; salah:-4,7.0,-7.0,ambiguous,,
6402,yg bisa daftar cuman warga jakarta ya luar jakarta tidak bisa,bisa daftar cuman warga jakarta ya jakarta tidak bisa,0.0,daftar:1; ya:4,tidak:-5,5.0,-5.0,ambiguous,,
6404,"sudah 5 jam mencoba buat menerima nomor otp nya, sampai isi pulsa, tapi tidak masuk""",5 jam mencoba menerima nomor otp nya isi pulsa tidak masuk,0.0,menerima:3; isi:2; masuk:3,pulsa:-3; tidak:-5,8.0,-8.0,ambiguous,,
6435,kenapa muter2 trus,kenapa muter2,0.0,,,0.0,0.0,ambiguous,,
6437,Aplikasi sangat bagus fitur lengkap sangat recommended,aplikasi bagus fitur lengkap recommended,0.0,bagus:2; lengkap:2,aplikasi:-4,4.0,-4.0,likely_positive,bagus; recommended,positive pattern in neutral score zero row
6441,Mantabb,mantabb,0.0,,,0.0,0.0,ambiguous,,
6442,kacau,kacau,0.0,,,0.0,0.0,ambiguous,,
6444,uang gw 200rb nyangkut,uang gw 200rb nyangkut,0.0,,,0.0,0.0,ambiguous,,
6469,Opsi tarik tunai hilang di aplikasi. Ini aplikasi kenapa sih?,opsi tarik tunai hilang aplikasi aplikasi kenapa sih,0.0,tarik:2; tunai:3; hilang:3,aplikasi:-4; aplikasi:-4,8.0,-8.0,ambiguous,,
6476,Waktu update di angka 63% berhenti,update angka 63 berhenti,0.0,,,0.0,0.0,ambiguous,,
6480,sangatbmembantu,sangatbmembantu,0.0,,,0.0,0.0,ambiguous,,
6484,Mantuuul,mantuuul,0.0,,,0.0,0.0,ambiguous,,
6485,Perlu di Ruqyah,ruqyah,0.0,,,0.0,0.0,ambiguous,,
6488,bintang 1,bintang 1,0.0,,,0.0,0.0,ambiguous,,
6502,Aplikasinya keren nyaman di gunakan,aplikasi keren nyaman gunakan,0.0,nyaman:4,aplikasi:-4,4.0,-4.0,likely_positive,nyaman; keren,positive pattern in neutral score zero row
6505,JakOne MOBILE MANTAAAAAPPPPP!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,jakone mobile mantaaaaappppp,0.0,,,0.0,0.0,ambiguous,,
6508,Sangat Mebantu sekali,mebantu,0.0,,,0.0,0.0,ambiguous,,
6524,"Sukses terus transformasi Bank Dki,, #Jangan Pernah Kendor.. ✊️✊️✊️",sukses transformasi bank dki jangan kendor,0.0,sukses:3,jangan:-3,3.0,-3.0,ambiguous,,
6556,Aplikasi sangat menbantu untuk membuat transaksi dan proses pengiriman juga penerimaan sangat cepat. Rekomended,aplikasi menbantu membuat transaksi proses pengiriman penerimaan cepat rekomended,0.0,membuat:1; transaksi:4; proses:1; cepat:3,aplikasi:-4; pengiriman:-5,9.0,-9.0,likely_positive,cepat,positive pattern in neutral score zero row
6590,kebanyakan nyangkut kalo dari e-commerce kirim dana ataupun bank lagi ke jakone / Bank Jakarta .. aplikasi ribet,kebanyakan nyangkut e commerce kirim dana ataupun bank jakone bank jakarta aplikasi ribet,0.0,kebanyakan:2; kirim:2; dana:4,aplikasi:-4; ribet:-4,8.0,-8.0,likely_negative,ribet,negative pattern in neutral score zero row
6594,NYUSAHIN AJING,nyusahin ajing,0.0,,,0.0,0.0,ambiguous,,
6596,Best,best,0.0,,,0.0,0.0,ambiguous,,
6603,Aplikasi nya sangat membantu dan juga sangat recommended,aplikasi nya membantu recommended,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu; recommended,positive pattern in neutral score zero row
6615,Keren,keren,0.0,,,0.0,0.0,likely_positive,keren,positive pattern in neutral score zero row
6628,Aplikasi yang sangat membantu,aplikasi membantu,0.0,membantu:4,aplikasi:-4,4.0,-4.0,likely_positive,sangat membantu,positive pattern in neutral score zero row
6631,parahh,parahh,0.0,,,0.0,0.0,likely_negative,parah,negative pattern in neutral score zero row
6641,kok ngk bisa tranfer antar bank sekarang,kok ngk bisa tranfer antar bank,0.0,,,0.0,0.0,ambiguous,,
6670,"setelah di UPTADE ko malah loading trs ya..padahal klo bwt APK yg laen lncar"" saja.tlong dong di perbaiki lgi JAKONE nya",setelah uptade ko loading ya padahal klo bwt aplikasi laen lncar tlong perbaiki lgi jakone nya,0.0,ya:4,aplikasi:-4,4.0,-4.0,ambiguous,,
6685,"Aplikasi yang gampang banget digunakan, beli pulsa, e walet, dan apa aja bisa di jackone, semoga semakin diupgrade untuk fitur lainnya 😍",aplikasi gampang banget digunakan beli pulsa e walet bisa jackone semoga diupgrade fitur lainnya,0.0,gampang:4; banget:1; beli:2,aplikasi:-4; pulsa:-3,7.0,-7.0,ambiguous,,
6743,Manteppp,manteppp,0.0,,,0.0,0.0,ambiguous,,
6747,"beli pulsa dan bayar tagihan disini mudah banget dan g pakai ribet ternyata, cukup membantu.",beli pulsa bayar tagihan disini mudah banget tidak pakai ribet ternyata membantu,0.0,beli:2; bayar:1; mudah:4; banget:1; membantu:4,pulsa:-3; tidak:-5; ribet:-4,12.0,-12.0,likely_negative,ribet,negative pattern in neutral score zero row
